"duration","credit_history","purpose","amount","age","housing","class"
24,"critical account/ other credits existing (not at this bank)","car (used)",2197,43,"own","Good"
15,"existing credits paid back duly till now","radio/television",1053,27,"own","Good"
24,"existing credits paid back duly till now","radio/television",3235,26,"own","Good"
12,"critical account/ other credits existing (not at this bank)","car (new)",939,28,"own","Bad"
24,"existing credits paid back duly till now","radio/television",1967,20,"own","Good"
33,"critical account/ other credits existing (not at this bank)","car (used)",7253,35,"own","Good"
12,"critical account/ other credits existing (not at this bank)","business",2292,42,"own","Bad"
10,"existing credits paid back duly till now","car (new)",1597,40,"rent","Good"
24,"existing credits paid back duly till now","car (new)",1381,35,"own","Bad"
36,"critical account/ other credits existing (not at this bank)","car (used)",5842,35,"own","Good"
12,"existing credits paid back duly till now","car (new)",2579,33,"own","Bad"
18,"delay in paying off in the past","education",8471,23,"rent","Good"
21,"existing credits paid back duly till now","car (new)",2782,31,"own","Good"
18,"existing credits paid back duly till now","car (new)",1042,33,"own","Bad"
15,"existing credits paid back duly till now","car (new)",3186,20,"rent","Good"
12,"existing credits paid back duly till now","car (used)",2028,30,"own","Good"
12,"critical account/ other credits existing (not at this bank)","car (new)",958,47,"own","Good"
21,"delay in paying off in the past","furniture/equipment",1591,34,"own","Good"
12,"existing credits paid back duly till now","furniture/equipment",2762,25,"own","Bad"
18,"existing credits paid back duly till now","car (used)",2779,21,"rent","Good"
28,"critical account/ other credits existing (not at this bank)","radio/television",2743,29,"own","Good"
18,"critical account/ other credits existing (not at this bank)","radio/television",1149,46,"own","Good"
9,"existing credits paid back duly till now","furniture/equipment",1313,20,"own","Good"
18,"critical account/ other credits existing (not at this bank)","repairs",1190,55,"for free","Bad"
5,"existing credits paid back duly till now","business",3448,74,"own","Good"
24,"existing credits paid back duly till now","others",11328,29,"own","Bad"
6,"critical account/ other credits existing (not at this bank)","furniture/equipment",1872,36,"for free","Good"
24,"critical account/ other credits existing (not at this bank)","repairs",2058,33,"own","Good"
9,"existing credits paid back duly till now","furniture/equipment",2136,25,"own","Good"
12,"existing credits paid back duly till now","radio/television",1484,25,"own","Bad"
6,"existing credits paid back duly till now","repairs",660,23,"rent","Good"
24,"critical account/ other credits existing (not at this bank)","car (new)",1287,37,"own","Good"
42,"critical account/ other credits existing (not at this bank)","repairs",3394,65,"own","Good"
12,"all credits at this bank paid back duly","business",609,26,"own","Bad"
12,"existing credits paid back duly till now","car (new)",1884,39,"own","Good"
12,"existing credits paid back duly till now","furniture/equipment",1620,30,"own","Good"
20,"delay in paying off in the past","others",2629,29,"own","Good"
12,"existing credits paid back duly till now","education",719,41,"own","Bad"
48,"critical account/ other credits existing (not at this bank)","furniture/equipment",5096,30,"own","Bad"
9,"critical account/ other credits existing (not at this bank)","education",1244,41,"rent","Good"
36,"existing credits paid back duly till now","car (new)",1842,34,"own","Bad"
7,"existing credits paid back duly till now","radio/television",2576,35,"own","Good"
12,"existing credits paid back duly till now","furniture/equipment",1424,55,"own","Good"
15,"delay in paying off in the past","repairs",1512,61,"own","Bad"
36,"critical account/ other credits existing (not at this bank)","car (used)",11054,30,"own","Good"
6,"existing credits paid back duly till now","radio/television",518,29,"own","Good"
12,"no credits taken/ all credits paid back duly","furniture/equipment",2759,34,"own","Good"
24,"existing credits paid back duly till now","car (used)",2670,35,"own","Good"
24,"existing credits paid back duly till now","car (new)",4817,31,"own","Bad"
24,"existing credits paid back duly till now","car (used)",2679,29,"own","Good"
11,"critical account/ other credits existing (not at this bank)","car (new)",3905,36,"rent","Good"
12,"existing credits paid back duly till now","car (used)",3386,35,"for free","Bad"
6,"existing credits paid back duly till now","domestic appliances",343,27,"own","Good"
18,"existing credits paid back duly till now","radio/television",4594,32,"own","Good"
36,"existing credits paid back duly till now","furniture/equipment",3620,37,"own","Good"
15,"existing credits paid back duly till now","car (new)",1721,36,"own","Good"
12,"existing credits paid back duly till now","furniture/equipment",3017,34,"rent","Good"
12,"existing credits paid back duly till now","retraining",754,38,"own","Good"
18,"existing credits paid back duly till now","business",1950,34,"own","Good"
24,"existing credits paid back duly till now","car (used)",2924,63,"own","Good"
24,"delay in paying off in the past","radio/television",1659,29,"rent","Bad"
48,"delay in paying off in the past","radio/television",7238,32,"own","Good"
33,"delay in paying off in the past","business",2764,26,"own","Good"
24,"delay in paying off in the past","car (used)",4679,35,"own","Good"
24,"existing credits paid back duly till now","radio/television",3092,22,"rent","Bad"
6,"existing credits paid back duly till now","education",448,23,"own","Bad"
9,"existing credits paid back duly till now","car (new)",654,28,"own","Bad"
6,"existing credits paid back duly till now","retraining",1238,36,"own","Good"
18,"critical account/ other credits existing (not at this bank)","radio/television",1245,33,"own","Bad"
18,"no credits taken/ all credits paid back duly","furniture/equipment",3114,26,"rent","Bad"
39,"existing credits paid back duly till now","car (used)",2569,24,"own","Good"
24,"existing credits paid back duly till now","radio/television",5152,25,"own","Good"
12,"existing credits paid back duly till now","business",1037,39,"own","Good"
15,"critical account/ other credits existing (not at this bank)","furniture/equipment",1478,44,"own","Good"
12,"critical account/ other credits existing (not at this bank)","radio/television",3573,23,"own","Good"
24,"existing credits paid back duly till now","car (new)",1201,26,"own","Good"
30,"existing credits paid back duly till now","furniture/equipment",3622,57,"rent","Good"
15,"delay in paying off in the past","furniture/equipment",960,30,"own","Good"
12,"critical account/ other credits existing (not at this bank)","car (new)",1163,44,"own","Good"
6,"delay in paying off in the past","car (new)",1209,47,"own","Bad"
12,"existing credits paid back duly till now","radio/television",3077,52,"own","Good"
24,"existing credits paid back duly till now","car (new)",3757,62,"for free","Good"
10,"existing credits paid back duly till now","car (new)",1418,35,"rent","Good"
6,"existing credits paid back duly till now","car (new)",3518,26,"rent","Good"
12,"critical account/ other credits existing (not at this bank)","radio/television",1934,26,"own","Good"
27,"no credits taken/ all credits paid back duly","business",8318,42,"for free","Bad"
6,"critical account/ other credits existing (not at this bank)","radio/television",1237,27,"own","Good"
6,"existing credits paid back duly till now","radio/television",368,38,"own","Good"
12,"critical account/ other credits existing (not at this bank)","car (new)",2122,39,"rent","Good"
24,"existing credits paid back duly till now","furniture/equipment",2996,20,"own","Bad"
36,"existing credits paid back duly till now","furniture/equipment",9034,29,"rent","Bad"
24,"critical account/ other credits existing (not at this bank)","furniture/equipment",1585,40,"own","Good"
18,"existing credits paid back duly till now","radio/television",1301,32,"own","Good"
6,"critical account/ other credits existing (not at this bank)","car (new)",1323,28,"own","Good"
24,"existing credits paid back duly till now","car (new)",3123,27,"own","Bad"
36,"existing credits paid back duly till now","car (used)",5493,42,"for free","Good"
9,"existing credits paid back duly till now","radio/television",1126,49,"own","Good"
24,"critical account/ other credits existing (not at this bank)","radio/television",1216,38,"own","Bad"
24,"existing credits paid back duly till now","car (new)",1207,24,"rent","Bad"
10,"existing credits paid back duly till now","car (new)",1309,27,"own","Bad"
15,"critical account/ other credits existing (not at this bank)","car (used)",2360,36,"own","Good"
15,"all credits at this bank paid back duly","car (new)",6850,34,"own","Bad"
24,"existing credits paid back duly till now","radio/television",1413,28,"own","Good"
39,"existing credits paid back duly till now","car (used)",8588,45,"own","Good"
12,"existing credits paid back duly till now","car (new)",759,26,"own","Bad"
36,"existing credits paid back duly till now","car (used)",4686,32,"for free","Good"
15,"existing credits paid back duly till now","business",2687,26,"rent","Good"
12,"delay in paying off in the past","radio/television",585,20,"rent","Good"
24,"existing credits paid back duly till now","car (new)",2255,54,"own","Good"
6,"critical account/ other credits existing (not at this bank)","car (new)",609,37,"own","Good"
6,"critical account/ other credits existing (not at this bank)","car (new)",1361,40,"own","Good"
36,"critical account/ other credits existing (not at this bank)","furniture/equipment",7127,23,"rent","Bad"
6,"existing credits paid back duly till now","car (new)",1203,43,"own","Good"
6,"critical account/ other credits existing (not at this bank)","radio/television",700,36,"for free","Good"
24,"critical account/ other credits existing (not at this bank)","repairs",5507,44,"for free","Good"
18,"existing credits paid back duly till now","radio/television",3190,24,"own","Bad"
48,"no credits taken/ all credits paid back duly","furniture/equipment",7119,53,"for free","Bad"
24,"existing credits paid back duly till now","car (used)",3488,23,"own","Good"
18,"existing credits paid back duly till now","radio/television",1113,26,"own","Good"
26,"existing credits paid back duly till now","car (used)",7966,30,"own","Good"
15,"critical account/ other credits existing (not at this bank)","education",1532,31,"own","Good"
4,"critical account/ other credits existing (not at this bank)","radio/television",1503,42,"own","Good"
36,"existing credits paid back duly till now","radio/television",2302,31,"rent","Bad"
6,"existing credits paid back duly till now","car (new)",662,41,"own","Good"
36,"existing credits paid back duly till now","education",2273,32,"own","Good"
15,"existing credits paid back duly till now","car (new)",2631,28,"rent","Bad"
12,"delay in paying off in the past","car (used)",1503,41,"rent","Good"
24,"existing credits paid back duly till now","radio/television",1311,26,"own","Good"
24,"existing credits paid back duly till now","radio/television",3105,25,"own","Good"
21,"critical account/ other credits existing (not at this bank)","education",2319,33,"rent","Bad"
6,"existing credits paid back duly till now","car (new)",1374,75,"own","Good"
18,"critical account/ other credits existing (not at this bank)","furniture/equipment",3612,37,"own","Good"
48,"existing credits paid back duly till now","car (new)",7763,42,"for free","Bad"
18,"existing credits paid back duly till now","furniture/equipment",3049,45,"own","Good"
12,"existing credits paid back duly till now","radio/television",1534,23,"rent","Bad"
24,"delay in paying off in the past","car (new)",2032,60,"for free","Good"
30,"existing credits paid back duly till now","furniture/equipment",6350,31,"own","Bad"
18,"existing credits paid back duly till now","furniture/equipment",2864,34,"own","Bad"
12,"critical account/ other credits existing (not at this bank)","car (new)",1255,61,"own","Good"
24,"delay in paying off in the past","car (new)",1333,43,"for free","Bad"
24,"critical account/ other credits existing (not at this bank)","car (new)",2022,37,"own","Good"
24,"existing credits paid back duly till now","radio/television",1552,32,"own","Good"
12,"all credits at this bank paid back duly","radio/television",626,24,"own","Bad"
48,"critical account/ other credits existing (not at this bank)","car (used)",8858,35,"for free","Good"
12,"critical account/ other credits existing (not at this bank)","repairs",996,23,"own","Good"
6,"all credits at this bank paid back duly","radio/television",1750,45,"own","Good"
48,"existing credits paid back duly till now","radio/television",6999,34,"own","Bad"
12,"critical account/ other credits existing (not at this bank)","car (new)",1995,27,"own","Good"
9,"existing credits paid back duly till now","education",1199,67,"own","Good"
12,"existing credits paid back duly till now","radio/television",1331,22,"own","Bad"
18,"no credits taken/ all credits paid back duly","car (new)",2278,28,"own","Bad"
21,"no credits taken/ all credits paid back duly","car (new)",5003,29,"own","Bad"
24,"all credits at this bank paid back duly","furniture/equipment",3552,27,"own","Bad"
18,"critical account/ other credits existing (not at this bank)","furniture/equipment",1928,31,"own","Bad"
24,"existing credits paid back duly till now","car (used)",2964,49,"for free","Good"
24,"all credits at this bank paid back duly","radio/television",1546,24,"rent","Bad"
6,"delay in paying off in the past","radio/television",683,29,"own","Good"
36,"existing credits paid back duly till now","car (new)",12389,37,"for free","Bad"
24,"delay in paying off in the past","business",4712,37,"own","Good"
24,"delay in paying off in the past","radio/television",1553,23,"rent","Good"
12,"existing credits paid back duly till now","car (new)",1372,36,"own","Bad"
24,"critical account/ other credits existing (not at this bank)","radio/television",2578,34,"own","Good"
48,"existing credits paid back duly till now","radio/television",3979,41,"own","Good"
48,"existing credits paid back duly till now","radio/television",6758,31,"own","Bad"
24,"existing credits paid back duly till now","furniture/equipment",3234,23,"rent","Bad"
30,"critical account/ other credits existing (not at this bank)","radio/television",5954,38,"own","Good"
24,"existing credits paid back duly till now","car (used)",5433,26,"rent","Good"
15,"existing credits paid back duly till now","business",806,22,"own","Good"
9,"existing credits paid back duly till now","radio/television",1082,27,"own","Good"
15,"critical account/ other credits existing (not at this bank)","furniture/equipment",2788,24,"own","Good"
12,"existing credits paid back duly till now","radio/television",2930,27,"own","Good"
24,"critical account/ other credits existing (not at this bank)","education",1927,33,"own","Good"
36,"critical account/ other credits existing (not at this bank)","car (new)",2820,27,"own","Bad"
24,"existing credits paid back duly till now","retraining",937,27,"own","Good"
18,"critical account/ other credits existing (not at this bank)","car (new)",1056,30,"own","Bad"
12,"critical account/ other credits existing (not at this bank)","car (new)",3124,49,"own","Good"
9,"existing credits paid back duly till now","furniture/equipment",1388,26,"rent","Good"
36,"existing credits paid back duly till now","repairs",2384,33,"rent","Bad"
12,"existing credits paid back duly till now","car (new)",2133,52,"for free","Good"
18,"existing credits paid back duly till now","furniture/equipment",2039,20,"rent","Bad"
9,"critical account/ other credits existing (not at this bank)","car (new)",2799,36,"rent","Good"
12,"existing credits paid back duly till now","furniture/equipment",1289,21,"own","Good"
18,"existing credits paid back duly till now","domestic appliances",1217,47,"own","Bad"
12,"critical account/ other credits existing (not at this bank)","furniture/equipment",2246,60,"own","Bad"
12,"critical account/ other credits existing (not at this bank)","radio/television",385,58,"own","Good"
24,"delay in paying off in the past","car (new)",1965,42,"rent","Good"
21,"existing credits paid back duly till now","business",1572,36,"own","Good"
24,"existing credits paid back duly till now","car (new)",2718,20,"rent","Bad"
24,"all credits at this bank paid back duly","others",1358,40,"own","Bad"
6,"all credits at this bank paid back duly","car (new)",931,32,"own","Bad"
24,"existing credits paid back duly till now","car (new)",1442,23,"rent","Bad"
24,"no credits taken/ all credits paid back duly","business",4241,36,"own","Bad"
18,"critical account/ other credits existing (not at this bank)","car (new)",2775,31,"own","Bad"
24,"delay in paying off in the past","business",3863,32,"for free","Good"
7,"existing credits paid back duly till now","radio/television",2329,45,"own","Good"
9,"existing credits paid back duly till now","furniture/equipment",918,30,"own","Bad"
24,"all credits at this bank paid back duly","education",1837,34,"for free","Bad"
36,"existing credits paid back duly till now","furniture/equipment",3349,28,"own","Bad"
10,"existing credits paid back duly till now","furniture/equipment",1275,23,"own","Good"
24,"all credits at this bank paid back duly","furniture/equipment",2828,22,"own","Good"
24,"critical account/ other credits existing (not at this bank)","business",4526,74,"own","Good"
36,"existing credits paid back duly till now","radio/television",2671,50,"for free","Bad"
18,"existing credits paid back duly till now","radio/television",2051,33,"own","Good"
15,"existing credits paid back duly till now","car (used)",1300,45,"for free","Good"
12,"existing credits paid back duly till now","domestic appliances",741,22,"own","Bad"
10,"existing credits paid back duly till now","car (new)",1240,48,"for free","Bad"
21,"existing credits paid back duly till now","radio/television",3357,29,"own","Good"
24,"all credits at this bank paid back duly","car (used)",3632,22,"rent","Good"
18,"delay in paying off in the past","furniture/equipment",1808,22,"own","Bad"
48,"no credits taken/ all credits paid back duly","business",12204,48,"own","Good"
60,"delay in paying off in the past","radio/television",9157,27,"for free","Good"
6,"critical account/ other credits existing (not at this bank)","car (new)",3676,37,"rent","Good"
30,"existing credits paid back duly till now","furniture/equipment",3441,21,"rent","Bad"
12,"existing credits paid back duly till now","car (new)",640,49,"own","Good"
21,"critical account/ other credits existing (not at this bank)","business",3652,27,"own","Good"
18,"critical account/ other credits existing (not at this bank)","car (new)",1530,32,"own","Bad"
48,"existing credits paid back duly till now","business",3914,38,"own","Bad"
12,"existing credits paid back duly till now","furniture/equipment",1858,22,"rent","Good"
18,"existing credits paid back duly till now","radio/television",2600,65,"for free","Bad"
15,"existing credits paid back duly till now","radio/television",1979,35,"own","Good"
6,"existing credits paid back duly till now","furniture/equipment",2116,41,"own","Good"
9,"all credits at this bank paid back duly","car (new)",1437,29,"own","Bad"
42,"critical account/ other credits existing (not at this bank)","furniture/equipment",4042,36,"own","Good"
9,"existing credits paid back duly till now","education",3832,64,"own","Good"
24,"existing credits paid back duly till now","radio/television",3660,28,"own","Good"
18,"all credits at this bank paid back duly","furniture/equipment",1553,44,"own","Bad"
15,"existing credits paid back duly till now","radio/television",1444,23,"own","Good"
9,"existing credits paid back duly till now","furniture/equipment",1980,19,"rent","Bad"
24,"existing credits paid back duly till now","car (new)",1355,25,"own","Bad"
12,"existing credits paid back duly till now","education",1393,47,"own","Good"
24,"existing credits paid back duly till now","radio/television",1376,28,"own","Good"
60,"delay in paying off in the past","radio/television",15653,21,"own","Good"
12,"existing credits paid back duly till now","radio/television",1493,34,"own","Good"
42,"delay in paying off in the past","radio/television",4370,26,"own","Bad"
18,"existing credits paid back duly till now","education",750,27,"own","Bad"
15,"existing credits paid back duly till now","repairs",1308,38,"own","Good"
15,"existing credits paid back duly till now","education",4623,40,"own","Bad"
24,"critical account/ other credits existing (not at this bank)","radio/television",1851,33,"own","Good"
18,"critical account/ other credits existing (not at this bank)","radio/television",1880,32,"own","Good"
36,"delay in paying off in the past","business",7980,27,"rent","Bad"
30,"no credits taken/ all credits paid back duly","furniture/equipment",4583,32,"own","Good"
12,"existing credits paid back duly till now","car (new)",1386,26,"own","Bad"
24,"existing credits paid back duly till now","car (new)",947,38,"for free","Bad"
12,"existing credits paid back duly till now","education",684,40,"rent","Bad"
48,"existing credits paid back duly till now","education",7476,50,"for free","Good"
12,"existing credits paid back duly till now","furniture/equipment",1922,37,"own","Bad"
24,"existing credits paid back duly till now","car (new)",2303,45,"own","Bad"
36,"delay in paying off in the past","car (new)",8086,42,"own","Bad"
24,"critical account/ other credits existing (not at this bank)","car (used)",2346,35,"own","Good"
14,"existing credits paid back duly till now","car (new)",3973,22,"for free","Good"
12,"existing credits paid back duly till now","car (new)",888,41,"own","Bad"
48,"existing credits paid back duly till now","radio/television",10222,37,"own","Good"
30,"no credits taken/ all credits paid back duly","business",4221,28,"own","Good"
18,"critical account/ other credits existing (not at this bank)","furniture/equipment",6361,41,"own","Good"
12,"existing credits paid back duly till now","radio/television",1297,23,"rent","Good"
12,"existing credits paid back duly till now","car (new)",900,23,"own","Bad"
21,"existing credits paid back duly till now","furniture/equipment",2241,50,"own","Good"
6,"delay in paying off in the past","furniture/equipment",1050,35,"own","Good"
6,"critical account/ other credits existing (not at this bank)","education",1047,50,"own","Good"
24,"critical account/ other credits existing (not at this bank)","others",6314,27,"own","Good"
30,"all credits at this bank paid back duly","furniture/equipment",3496,34,"own","Good"
48,"all credits at this bank paid back duly","business",3609,27,"own","Good"
12,"critical account/ other credits existing (not at this bank)","car (new)",4843,43,"rent","Bad"
30,"critical account/ other credits existing (not at this bank)","radio/television",3017,47,"own","Good"
24,"critical account/ other credits existing (not at this bank)","business",4139,27,"own","Good"
36,"existing credits paid back duly till now","business",5742,31,"own","Good"
60,"existing credits paid back duly till now","car (new)",10366,42,"own","Good"
6,"critical account/ other credits existing (not at this bank)","car (new)",2080,24,"own","Good"
21,"delay in paying off in the past","business",2580,41,"own","Bad"
30,"critical account/ other credits existing (not at this bank)","radio/television",4530,26,"rent","Good"
24,"critical account/ other credits existing (not at this bank)","furniture/equipment",5150,33,"own","Good"
72,"existing credits paid back duly till now","radio/television",5595,24,"own","Bad"
24,"existing credits paid back duly till now","radio/television",2384,64,"rent","Good"
18,"existing credits paid back duly till now","radio/television",1453,26,"own","Good"
6,"existing credits paid back duly till now","education",1538,56,"own","Good"
12,"existing credits paid back duly till now","radio/television",2279,37,"for free","Good"
15,"delay in paying off in the past","radio/television",1478,33,"own","Good"
24,"critical account/ other credits existing (not at this bank)","radio/television",5103,47,"for free","Good"
36,"delay in paying off in the past","business",9857,31,"own","Good"
60,"existing credits paid back duly till now","car (new)",6527,34,"for free","Good"
10,"critical account/ other credits existing (not at this bank)","radio/television",1347,27,"own","Good"
36,"delay in paying off in the past","car (new)",2862,30,"for free","Good"
9,"existing credits paid back duly till now","radio/television",2753,35,"own","Good"
12,"existing credits paid back duly till now","car (new)",3651,31,"own","Good"
15,"critical account/ other credits existing (not at this bank)","furniture/equipment",975,25,"own","Good"
15,"existing credits paid back duly till now","repairs",2631,25,"own","Good"
24,"existing credits paid back duly till now","radio/television",2896,29,"own","Good"
6,"critical account/ other credits existing (not at this bank)","car (new)",4716,44,"own","Good"
24,"existing credits paid back duly till now","radio/television",2284,28,"own","Good"
6,"existing credits paid back duly till now","car (used)",1236,50,"rent","Good"
12,"existing credits paid back duly till now","radio/television",1103,29,"own","Good"
12,"critical account/ other credits existing (not at this bank)","car (new)",926,38,"own","Good"
18,"critical account/ other credits existing (not at this bank)","radio/television",1800,24,"own","Good"
15,"existing credits paid back duly till now","education",1905,40,"rent","Good"
12,"existing credits paid back duly till now","furniture/equipment",1123,29,"rent","Bad"
48,"critical account/ other credits existing (not at this bank)","car (used)",6331,46,"for free","Bad"
24,"existing credits paid back duly till now","radio/television",1377,47,"for free","Good"
30,"delay in paying off in the past","business",2503,41,"own","Good"
27,"existing credits paid back duly till now","business",2528,32,"own","Good"
15,"existing credits paid back duly till now","car (new)",5324,35,"for free","Good"
48,"existing credits paid back duly till now","car (new)",6560,24,"own","Bad"
12,"no credits taken/ all credits paid back duly","furniture/equipment",2969,25,"rent","Bad"
9,"existing credits paid back duly till now","radio/television",1206,25,"own","Good"
9,"existing credits paid back duly till now","radio/television",2118,37,"own","Good"
18,"critical account/ other credits existing (not at this bank)","radio/television",629,32,"own","Good"
6,"all credits at this bank paid back duly","education",1198,35,"for free","Bad"
21,"existing credits paid back duly till now","car (used)",2476,46,"own","Good"
9,"critical account/ other credits existing (not at this bank)","radio/television",1138,25,"own","Good"
60,"existing credits paid back duly till now","car (new)",14027,27,"own","Bad"
30,"critical account/ other credits existing (not at this bank)","car (used)",7596,63,"own","Good"
30,"critical account/ other credits existing (not at this bank)","radio/television",3077,40,"own","Good"
18,"existing credits paid back duly till now","radio/television",1505,32,"for free","Good"
24,"critical account/ other credits existing (not at this bank)","radio/television",3148,31,"own","Good"
20,"no credits taken/ all credits paid back duly","car (used)",6148,31,"own","Good"
9,"no credits taken/ all credits paid back duly","radio/television",1337,34,"own","Bad"
6,"all credits at this bank paid back duly","education",433,24,"rent","Bad"
12,"existing credits paid back duly till now","car (new)",1228,24,"own","Bad"
9,"existing credits paid back duly till now","radio/television",790,66,"own","Good"
27,"existing credits paid back duly till now","car (new)",2570,21,"rent","Bad"
6,"critical account/ other credits existing (not at this bank)","car (new)",250,41,"own","Good"
15,"critical account/ other credits existing (not at this bank)","radio/television",1316,47,"own","Good"
18,"existing credits paid back duly till now","radio/television",1882,25,"rent","Bad"
48,"all credits at this bank paid back duly","business",6416,59,"rent","Bad"
24,"critical account/ other credits existing (not at this bank)","business",1275,36,"own","Good"
24,"delay in paying off in the past","radio/television",6403,33,"own","Good"
24,"existing credits paid back duly till now","radio/television",1987,21,"rent","Bad"
8,"existing credits paid back duly till now","radio/television",760,44,"own","Good"
24,"existing credits paid back duly till now","car (used)",2603,28,"rent","Good"
4,"critical account/ other credits existing (not at this bank)","car (new)",3380,37,"own","Good"
36,"all credits at this bank paid back duly","domestic appliances",3990,29,"own","Good"
24,"existing credits paid back duly till now","car (used)",11560,23,"rent","Bad"
18,"existing credits paid back duly till now","car (new)",4380,35,"own","Good"
6,"critical account/ other credits existing (not at this bank)","car (new)",6761,45,"own","Good"
30,"no credits taken/ all credits paid back duly","business",4280,26,"rent","Bad"
24,"all credits at this bank paid back duly","car (new)",2325,32,"own","Good"
10,"all credits at this bank paid back duly","radio/television",1048,23,"own","Good"
21,"existing credits paid back duly till now","radio/television",3160,41,"own","Good"
24,"all credits at this bank paid back duly","furniture/equipment",2483,22,"own","Good"
39,"critical account/ other credits existing (not at this bank)","furniture/equipment",14179,30,"own","Good"
13,"critical account/ other credits existing (not at this bank)","business",1797,28,"own","Good"
15,"existing credits paid back duly till now","car (new)",2511,23,"rent","Good"
12,"existing credits paid back duly till now","car (new)",1274,37,"own","Bad"
21,"existing credits paid back duly till now","car (used)",5248,26,"own","Good"
15,"existing credits paid back duly till now","car (used)",3029,33,"own","Good"
6,"existing credits paid back duly till now","furniture/equipment",428,49,"own","Good"
18,"existing credits paid back duly till now","car (new)",976,23,"own","Bad"
12,"existing credits paid back duly till now","business",841,23,"rent","Good"
30,"critical account/ other credits existing (not at this bank)","radio/television",5771,25,"own","Good"
12,"delay in paying off in the past","repairs",1555,55,"for free","Bad"
24,"existing credits paid back duly till now","car (new)",1285,32,"rent","Bad"
6,"critical account/ other credits existing (not at this bank)","car (new)",1299,74,"own","Good"
15,"critical account/ other credits existing (not at this bank)","radio/television",1271,39,"for free","Bad"
24,"existing credits paid back duly till now","car (new)",1393,31,"own","Good"
12,"critical account/ other credits existing (not at this bank)","car (new)",691,35,"own","Bad"
15,"critical account/ other credits existing (not at this bank)","car (new)",5045,59,"own","Good"
18,"critical account/ other credits existing (not at this bank)","furniture/equipment",2124,24,"rent","Bad"
12,"existing credits paid back duly till now","radio/television",2214,24,"own","Good"
21,"critical account/ other credits existing (not at this bank)","car (new)",12680,30,"for free","Bad"
24,"critical account/ other credits existing (not at this bank)","car (new)",2463,27,"own","Good"
12,"existing credits paid back duly till now","radio/television",1155,40,"own","Good"
30,"existing credits paid back duly till now","furniture/equipment",3108,31,"own","Bad"
10,"existing credits paid back duly till now","car (used)",2901,31,"rent","Good"
12,"critical account/ other credits existing (not at this bank)","furniture/equipment",3617,28,"rent","Good"
12,"critical account/ other credits existing (not at this bank)","radio/television",1655,63,"own","Good"
24,"existing credits paid back duly till now","car (used)",2812,26,"rent","Good"
36,"critical account/ other credits existing (not at this bank)","education",8065,25,"own","Bad"
21,"critical account/ other credits existing (not at this bank)","car (used)",3275,36,"own","Good"
24,"critical account/ other credits existing (not at this bank)","radio/television",2223,52,"own","Good"
12,"critical account/ other credits existing (not at this bank)","car (new)",1480,66,"for free","Good"
24,"existing credits paid back duly till now","car (new)",1371,25,"rent","Bad"
36,"critical account/ other credits existing (not at this bank)","car (new)",3535,37,"own","Good"
18,"existing credits paid back duly till now","radio/television",3509,25,"own","Good"
36,"critical account/ other credits existing (not at this bank)","car (used)",5711,38,"own","Good"
18,"existing credits paid back duly till now","repairs",3872,67,"own","Good"
39,"critical account/ other credits existing (not at this bank)","radio/television",4933,25,"own","Bad"
24,"critical account/ other credits existing (not at this bank)","car (new)",1940,60,"own","Good"
12,"no credits taken/ all credits paid back duly","retraining",1410,31,"own","Good"
12,"existing credits paid back duly till now","car (new)",836,23,"own","Bad"
20,"existing credits paid back duly till now","car (used)",6468,60,"own","Good"
18,"existing credits paid back duly till now","business",1941,35,"own","Good"
22,"existing credits paid back duly till now","radio/television",2675,40,"own","Good"
48,"critical account/ other credits existing (not at this bank)","car (used)",2751,38,"own","Good"
48,"delay in paying off in the past","education",6224,50,"for free","Bad"
40,"critical account/ other credits existing (not at this bank)","education",5998,27,"own","Bad"
21,"existing credits paid back duly till now","business",1188,39,"own","Bad"
24,"existing credits paid back duly till now","car (used)",6313,41,"own","Good"
6,"critical account/ other credits existing (not at this bank)","furniture/equipment",1221,27,"own","Good"
24,"existing credits paid back duly till now","furniture/equipment",2892,51,"for free","Good"
24,"existing credits paid back duly till now","furniture/equipment",3062,32,"rent","Good"
9,"existing credits paid back duly till now","furniture/equipment",2301,22,"rent","Good"
18,"existing credits paid back duly till now","car (used)",7511,51,"for free","Bad"
12,"critical account/ other credits existing (not at this bank)","furniture/equipment",1258,22,"rent","Good"
24,"delay in paying off in the past","car (new)",717,54,"own","Good"
9,"existing credits paid back duly till now","car (new)",1549,35,"own","Good"
24,"critical account/ other credits existing (not at this bank)","education",1597,54,"for free","Good"
18,"critical account/ other credits existing (not at this bank)","radio/television",1795,48,"rent","Good"
20,"critical account/ other credits existing (not at this bank)","furniture/equipment",4272,24,"own","Good"
12,"critical account/ other credits existing (not at this bank)","radio/television",976,35,"own","Good"
12,"existing credits paid back duly till now","car (new)",7472,24,"rent","Good"
36,"existing credits paid back duly till now","car (new)",9271,24,"own","Bad"
6,"existing credits paid back duly till now","radio/television",590,26,"own","Good"
12,"critical account/ other credits existing (not at this bank)","radio/television",930,65,"own","Good"
42,"all credits at this bank paid back duly","car (used)",9283,55,"for free","Good"
15,"no credits taken/ all credits paid back duly","car (new)",1778,26,"rent","Bad"
8,"existing credits paid back duly till now","business",907,26,"own","Good"
6,"existing credits paid back duly till now","radio/television",484,28,"own","Good"
36,"critical account/ other credits existing (not at this bank)","car (used)",9629,24,"own","Bad"
